repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
jacazek/fasta_pytorch_utils	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	jacazek/fasta_pytorch_utils
jacazek/fasta_utils	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	jacazek/fasta_utils
jacazek/fasta_vocab_builder	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jacazek/fasta_vocab_builder
Jack-Coutts/fasta-extractor	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	jack-coutts/fasta-extractor
jacksonmsele3-debug/DALALI-FASTA	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	jacksonmsele3-debug/dalali-fasta
jacksonvo/The-FASTA-Problem	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jacksonvo/the-fasta-problem
jackstanek/FASTA-concatenator	include	metadata indicates biological FASTA use	Concatenates exons in tabular genetic data, and then spits fierce FASTA and tabular output.		Python	1.0	0.0	0.0	jackstanek/fasta-concatenator
jagodazorza/Fasta	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	jagodazorza/fasta
Jailsonrs/fasta	exclude	insufficient metadata to establish biological FASTA use	:)		Python	1.0	0.0	0.0	jailsonrs/fasta
jangjongha/fasta_to_txt.py	include	repository name indicates FASTA conversion/handling	git@github.com:seegenelab/SGBERT.git		Python	0.0	0.0	0.0	jangjongha/fasta_to_txt.py
jarethj/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	jarethj/fasta
Jasmine2814/Bioinfo_FASTA_Analysis	include	metadata indicates biological FASTA use	Demo FASTA analysis project for bioinformatics learning		Python	0.0	0.0	0.0	jasmine2814/bioinfo_fasta_analysis
jason-weirather/fasta.io	exclude	insufficient metadata to establish biological FASTA use	A static blog from a person.		HTML	0.0	0.0	0.0	jason-weirather/fasta.io
Jasrajveer/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jasrajveer/fasta
javitmx/fasta-api	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	javitmx/fasta-api
jaxtoliver/FASTA-sequencing-analysis	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	jaxtoliver/fasta-sequencing-analysis
jeanmelita-pereira/FASTA-Analyzer	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	jeanmelita-pereira/fasta-analyzer
Jeffershonq/Computational-Biology-Fasta-Manipulation	include	metadata indicates biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	jeffershonq/computational-biology-fasta-manipulation
jelmerp/itsx-fasta-fastq	include	metadata indicates biological FASTA use			R	0.0	0.0	0.0	jelmerp/itsx-fasta-fastq
Jeremias-Brand/annotate_fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jeremias-brand/annotate_fasta
jfbeltran/quick_fasta_stuff	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	jfbeltran/quick_fasta_stuff
jgamache014/python-fasta	exclude	insufficient metadata to establish biological FASTA use	SciComp		Python	0.0	0.0	0.0	jgamache014/python-fasta
jgrimplet/fasta-utils	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	jgrimplet/fasta-utils
jguhlin/fasta-shuffler	exclude	insufficient metadata to establish biological FASTA use			Rust	0.0	0.0	0.0	jguhlin/fasta-shuffler
jhm-ciberman/assambly-fasta	exclude	insufficient metadata to establish biological FASTA use	"Repo with exercises from ""Arquitectura de las computadoras"", from FASTA University, Mar del Plata, Argentina. "		Assembly	0.0	0.0	0.0	jhm-ciberman/assambly-fasta
jhm-ciberman/datamart-fasta	include	metadata indicates biological FASTA use	DataMart de prueba hecho para la Universidad Fasta, Mar del Plata, Argentina. 		TSQL	0.0	0.0	0.0	jhm-ciberman/datamart-fasta
jhm-ciberman/fasta-compiler	exclude	insufficient metadata to establish biological FASTA use	Toy compiler for the Compilers assignment in FASTA University. 		Java	1.0	0.0	0.0	jhm-ciberman/fasta-compiler
jhm-ciberman/feature-extraction-fasta	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	This is a simple example of a feature extraction algorithm for natural language processing made for  the Decision Support Systems Assignment of FASTA University.		C#	0.0	0.0	0.0	jhm-ciberman/feature-extraction-fasta
jhm-ciberman/progra2-fasta	exclude	insufficient metadata to establish biological FASTA use	Programación 2 en FASTA (Ingenieria informática) 		Java	0.0	0.0	0.0	jhm-ciberman/progra2-fasta
jhonemanriques-cloud/Procesador-de-Secuencias-FASTA	include	metadata indicates biological FASTA use	Herramienta de escritorio en Java para procesar secuencias FASTA usando Arquitectura Onion		Java	0.0	0.0	0.0	jhonemanriques-cloud/procesador-de-secuencias-fasta
jhumkhav/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jhumkhav/fasta
JIM90mdp/Fasta-2024	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	jim90mdp/fasta-2024
JinfengChen/vcf-tab-to-fasta	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/vcf-tab-to-fasta		Perl	4.0	0.0	0.0	jinfengchen/vcf-tab-to-fasta
Jingmingxia/Get-targetd-sequence-in-fasta	include	metadata indicates biological FASTA use			Perl	0.0	0.0	0.0	jingmingxia/get-targetd-sequence-in-fasta
JinyuanSun/get-sequence-fasta-by-UniProt-ID	include	metadata indicates biological FASTA use			Python	4.0	0.0	0.0	jinyuansun/get-sequence-fasta-by-uniprot-id
jjfid/FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	jjfid/fasta
jjinkong-ABLe/fasta_fastq_summary	include	metadata indicates biological FASTA use	FASTA/FASTQ 파일의 서열 수, 길이, GC%, 평균 quality를 요약합니다.		Python	0.0	0.0	0.0	jjinkong-able/fasta_fastq_summary
jkaralius/fasta2selfdot	include	repository name indicates FASTA conversion/handling			Perl	0.0	0.0	0.0	jkaralius/fasta2selfdot
jmtusar/hash_table_in_FASTA	exclude	insufficient metadata to establish biological FASTA use				1.0	0.0	0.0	jmtusar/hash_table_in_fasta
jnguyen1991/Fasta-Database-Search	include	metadata indicates biological FASTA use	Web page for entering in fasta entries for a database based on properties of the sequence.		Python	0.0	0.0	0.0	jnguyen1991/fasta-database-search
joao-ribeirooo/Fasta-to-Nexus-Converter	include	metadata indicates biological FASTA use	This repository contains the 2nd homework of the subject, analise de sequencias biologicas, aka ASB 		Python	1.0	0.0	0.0	joao-ribeirooo/fasta-to-nexus-converter
JoaoLopez/fasta-with-s	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	joaolopez/fasta-with-s
JohanImbolBioDev/Descargar-secuencias-FASTA	include	metadata indicates biological FASTA use	Este código permite descargar de manera automatizada secuencias en formato fasta de un gen específico. Lo que realiza el código es descargar el primer resultado en GenBank de buscar: organismo AND gen.		Jupyter Notebook	0.0	0.0	0.0	johanimbolbiodev/descargar-secuencias-fasta
johannes-programming/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	johannes-programming/fasta
johngarchie/MinimalFASTA	include	metadata indicates biological FASTA use	A simple Perl module for reading and writing FASTA data		Perl	0.0	0.0	0.0	johngarchie/minimalfasta
JohnMart/fasta2fold	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	johnmart/fasta2fold
Jojo-GitH2/Perl-Project-Fasta-Database	exclude	insufficient metadata to establish biological FASTA use			Perl	0.0	0.0	0.0	jojo-gith2/perl-project-fasta-database
jon-keatley-folio/wasm-fasta	include	metadata indicates biological FASTA use	A wasm wrapper for noodles providing fasta features		Rust	0.0	0.0	0.0	jon-keatley-folio/wasm-fasta
jonniechan/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	jonniechan/fasta
Josefinafalco/fasta-stats	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	josefinafalco/fasta-stats
jovillarrealm/count-fasta-plots	include	repository name indicates FASTA sequence handling			Rust	0.0	0.0	0.0	jovillarrealm/count-fasta-plots
js2839/Fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	js2839/fasta
jspaezp/proteometools_fasta	include	metadata indicates biological FASTA use			Roff	0.0	0.0	0.0	jspaezp/proteometools_fasta
jstreich/fasta2fastq	include	metadata indicates biological FASTA use	A set of commands to create a fastq file from a reference chromosome		Shell	0.0	0.0	0.0	jstreich/fasta2fastq
jtprince/ms-fasta	include	metadata indicates biological FASTA use	mspire library for working with fasta and related files		Ruby	2.0	0.0	0.0	jtprince/ms-fasta
juanterraf/comunidad-fasta	exclude	insufficient metadata to establish biological FASTA use	Directorio comunitario de emprendimientos, servicios y oficios de las familias del Colegio Boisdron (Tucumán, Argentina). Next.js 16 + Postgres + Drizzle.		TypeScript	0.0	0.0	0.0	juanterraf/comunidad-fasta
JucaGDL/Analizador-FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	jucagdl/analizador-fasta
Jude-Martin/mutation_generator_fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	jude-martin/mutation_generator_fasta
jujluila/analizator_fasta_lab10_p_wizualne	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	jujluila/analizator_fasta_lab10_p_wizualne
JulesGaro/GenBank2Fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	julesgaro/genbank2fasta
junjie1999/Fasta_To_Excel	include	repository name indicates FASTA conversion/handling			Jupyter Notebook	0.0	0.0	0.0	junjie1999/fasta_to_excel
jupyter/jupyterlab-fasta	include	metadata indicates biological FASTA use	DEPRECATED: Moved to https://github.com/jupyterlab/jupyter-renderers. A JupyterLab Fasta viewer		TypeScript	5.0	1.0	0.0	jupyter/jupyterlab-fasta
jvelez82/Fasta-app	exclude	insufficient metadata to establish biological FASTA use	Charla con nuestro dossier institucional		Python	0.0	0.0	0.0	jvelez82/fasta-app
jwestrob/Fasta-QC	include	metadata indicates biological FASTA use	Basic functionality to edit low-quality MSAs for phylogenetic analysis; deprecated in favor of vcf2aln		Python	0.0	0.0	0.0	jwestrob/fasta-qc
jyvasu/FastA	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	jyvasu/fasta
k-antonets/gff2fasta	include	metadata indicates biological FASTA use			Shell	0.0	0.0	0.0	k-antonets/gff2fasta
k-hench/gapped_maf2fasta	include	repository name indicates FASTA sequence handling	Selection of python scripts to handle maf >>> fasta conversion		Python	0.0	0.0	0.0	k-hench/gapped_maf2fasta
KadenCrabb/HHV6B_genes_fasta	include	metadata indicates biological FASTA use	Fasta of genes			0.0	0.0	0.0	kadencrabb/hhv6b_genes_fasta
KadirBarquet/secuencias_adn_fasta_agro	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	kadirbarquet/secuencias_adn_fasta_agro
kaito3636/fasta-site	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	kaito3636/fasta-site
Kakashi-sensei/BCB546X-Fall2019_fasta-furious	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	kakashi-sensei/bcb546x-fall2019_fasta-furious
kakus/fasta-algorithm	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	A fasta algorithm implementation for university course		JavaScript	2.0	0.0	0.0	kakus/fasta-algorithm
Kalbfleisch-UK-Lab/Modify_Fasta_Names	exclude	insufficient metadata to establish biological FASTA use			Shell	0.0	0.0	0.0	kalbfleisch-uk-lab/modify_fasta_names
KamiRab/ProjectFasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	kamirab/projectfasta
kangaroo0794/fasta-extraction	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	kangaroo0794/fasta-extraction
kanishthakashiv-dotcom/FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	kanishthakashiv-dotcom/fasta
kanmanibharathi/FASTA_Q-Xtract	include	metadata indicates biological FASTA use	A high-performance, cross-platform FASTA/Q sequence extractor with a modern GUI. Built with PyQt6 to handle large-scale genomic data extraction using CSV target lists.		Python	0.0	0.0	0.0	kanmanibharathi/fasta_q-xtract
karen9/GenBank-to-Fasta	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	karen9/genbank-to-fasta
karo-bioscience/python-fasta-name-changer	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	karo-bioscience/python-fasta-name-changer
katanaBeam/Fasta-to-Nexus	include	repository name indicates FASTA conversion/handling	A simple way to make Fasta into Nexus		Python	0.0	0.0	0.0	katanabeam/fasta-to-nexus
katarzynanosal6/analizator-FASTA	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	katarzynanosal6/analizator-fasta
KauffmanLab/maniFasta	include	metadata indicates biological FASTA use	Build your proteomics reference database with maniFasta		Python	0.0	0.0	0.0	kauffmanlab/manifasta
kaw56/Fasta_database	include	metadata indicates biological FASTA use	create a fasta database from a list of annotations consisting of sequence coordinates and a name		Perl	0.0	0.0	0.0	kaw56/fasta_database
kawhelan/fasta-kmer-counter	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	kawhelan/fasta-kmer-counter
KazukiNakamae/shuffle_fasta_di	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	kazukinakamae/shuffle_fasta_di
kbeigel/edit_FASTA_headers	include	metadata indicates biological FASTA use	Python script to find & replace specified strings from FASTA header lines		Python	0.0	0.0	0.0	kbeigel/edit_fasta_headers
kelseyalesescu/fasta_seq_count.sh	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	kelseyalesescu/fasta_seq_count.sh
kenOfYugen/fasta-native-cpp	exclude	insufficient metadata to establish biological FASTA use			C++	0.0	0.0	0.0	kenofyugen/fasta-native-cpp
kenOfYugen/fasta-vanilla-node	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	kenofyugen/fasta-vanilla-node
KenSaville/Get_GB_GFF_FASTA	include	metadata indicates biological FASTA use	Latch Bio workflow:  Enter a genbank ACC number, generate GB, GFF, Fasta for easy download 		Python	0.0	0.0	0.0	kensaville/get_gb_gff_fasta
KentaroPigot/pizza-fasta	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	kentaropigot/pizza-fasta
kevinmcain/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	kevinmcain/fasta-to-fastq
khyeonm/fasta-viewer	include	repository name indicates FASTA sequence handling	AutoPipe plugin: fasta-viewer		JavaScript	0.0	0.0	0.0	khyeonm/fasta-viewer
KimBjork/microtest3-fasta	exclude	insufficient metadata to establish biological FASTA use			Kotlin	0.0	0.0	0.0	kimbjork/microtest3-fasta
kingdavid72/Fasta36	exclude	insufficient metadata to establish biological FASTA use			C	0.0	0.0	0.0	kingdavid72/fasta36
KirkinEgor/FASTA-parsing-and-processing	include	repository name indicates FASTA sequence handling	Study project for RSMU informatics course		HTML	0.0	0.0	0.0	kirkinegor/fasta-parsing-and-processing
kirtichhatlani/All-to-fasta	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	kirtichhatlani/all-to-fasta
Kivaru/nyumba_fasta_react_native	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	kivaru/nyumba_fasta_react_native
kjuliusberg/ExpFys2---Fasta-tillst-ndets-fysik	exclude	insufficient metadata to establish biological FASTA use	Repo för fildelning i delmoment i kursen Experimentell fysik 2 -Fasta tillståndets fysik		TeX	0.0	0.0	0.0	kjuliusberg/expfys2---fasta-tillst-ndets-fysik
kkaminska45/LAB10-FASTA	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	kkaminska45/lab10-fasta
KKMGXMTX/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	kkmgxmtx/fasta
kn220324/clean-fasta-seq	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	kn220324/clean-fasta-seq
